review_id,text_clean,text_raw,aspect,sentiment,star_rating_norm,is_app_platform
9630,تطبيق ممتاز ومعامله ممتازه بارك الله فيكم والاستاذ هشام جزاه الله خير الجزاء,تطبيق ممتاز ومعامله ممتازه بارك الله فيكم والأستاذ هشام جزاه الله خير الجزاء,app_experience,positive,1.0,1
9630,تطبيق ممتاز ومعامله ممتازه بارك الله فيكم والاستاذ هشام جزاه الله خير الجزاء,تطبيق ممتاز ومعامله ممتازه بارك الله فيكم والأستاذ هشام جزاه الله خير الجزاء,service,positive,1.0,1
6624,الموظفين سيء خدمه,الموظفين سئء خدمه,service,negative,0.4,1
6515,لا يتم اخذ الشكوى بعين الاعتبار ويتم الاعتماد على السايق حتى لو اخذ مبلغ اجره اضافي اكثر من اجره التطبيق وادخل الى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا ايمكن اعاده المبلغ الاضافي لايوجد مصداقيه,لا يتم أخذ الشكوى بعين الاعتبار ويتم الاعتماد على السائق حتى لو اخذ مبلغ اجره إضافي أكثر من اجره التطبيق وادخل إلى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا أيمكن اعاده المبلغ الاضافي لايوجد مصداقيه,service,negative,0.2,1
6515,لا يتم اخذ الشكوى بعين الاعتبار ويتم الاعتماد على السايق حتى لو اخذ مبلغ اجره اضافي اكثر من اجره التطبيق وادخل الى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا ايمكن اعاده المبلغ الاضافي لايوجد مصداقيه,لا يتم أخذ الشكوى بعين الاعتبار ويتم الاعتماد على السائق حتى لو اخذ مبلغ اجره إضافي أكثر من اجره التطبيق وادخل إلى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا أيمكن اعاده المبلغ الاضافي لايوجد مصداقيه,app_experience,negative,0.2,1
6515,لا يتم اخذ الشكوى بعين الاعتبار ويتم الاعتماد على السايق حتى لو اخذ مبلغ اجره اضافي اكثر من اجره التطبيق وادخل الى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا ايمكن اعاده المبلغ الاضافي لايوجد مصداقيه,لا يتم أخذ الشكوى بعين الاعتبار ويتم الاعتماد على السائق حتى لو اخذ مبلغ اجره إضافي أكثر من اجره التطبيق وادخل إلى البرنامج مبلغ اخر وبعد تقديم شكوى قالوا أيمكن اعاده المبلغ الاضافي لايوجد مصداقيه,price,negative,0.2,1
4515,نوعا ما جيد,نوعا ما جيد,general,positive,0.8,0
915,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,ambiance,positive,0.8,0
915,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,service,positive,0.8,0
915,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,food,positive,0.8,0
915,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,مطعم محترم والخدمه محترمه جدا والاكل كويس والاسعار مابقتش تفرق كتير,price,neutral,0.8,0
832,"We truly appreciate this restaurant and have enjoyed dining here many times. However, the quality has not been consistent. On several visits, the food did not seem freshly prepared and the salad was not as fresh as expected. The service also varies compared to our first experience, which was much better. As foreigners, we sometimes felt overlooked, which was disappointing. We sincerely hope the management can improve consistency in both food and service, because this place has great potential. نحن نحب هذا المطعم وقد تناولنا الطعام فيه مرات عديدة، لكن للاسف الجودة ليست ثابتة. في بعض الزيارات، لم يكن الطعام يبدو طازجا كما ينبغي، والسلطة لم تكن طازجة ايضا. كما ان الخدمة تختلف عن تجربتنا الاولى التي كانت افضل بكثير. واحيانا شعرنا كاجانب باننا غير مقدرين، وهذا كان محبطا. نامل بصدق ان يعمل الادارة على تحسين ثبات الجودة في الطعام والخدمة، لان هذا المكان لديه امكانات رايعة.","We truly appreciate this restaurant and have enjoyed dining here many times. However, the quality has not been consistent. On several visits, the food did not seem freshly prepared and the salad was not as fresh as expected. The service also varies compared to our first experience, which was much better. As foreigners, we sometimes felt overlooked, which was disappointing. We sincerely hope the management can improve consistency in both food and service, because this place has great potential.

نحن نحب هذا المطعم وقد تناولنا الطعام فيه مرات عديدة، لكن للأسف الجودة ليست ثابتة. في بعض الزيارات، لم يكن الطعام يبدو طازجًا كما ينبغي، والسلطة لم تكن طازجة أيضًا. كما أن الخدمة تختلف عن تجربتنا الأولى التي كانت أفضل بكثير. وأحيانًا شعرنا كأجانب بأننا غير مُقدَّرين، وهذا كان محبطًا. نأمل بصدق أن يعمل الإدارة على تحسين ثبات الجودة في الطعام والخدمة، لأن هذا المكان لديه إمكانات رائعة.",food,negative,0.2,0
832,"We truly appreciate this restaurant and have enjoyed dining here many times. However, the quality has not been consistent. On several visits, the food did not seem freshly prepared and the salad was not as fresh as expected. The service also varies compared to our first experience, which was much better. As foreigners, we sometimes felt overlooked, which was disappointing. We sincerely hope the management can improve consistency in both food and service, because this place has great potential. نحن نحب هذا المطعم وقد تناولنا الطعام فيه مرات عديدة، لكن للاسف الجودة ليست ثابتة. في بعض الزيارات، لم يكن الطعام يبدو طازجا كما ينبغي، والسلطة لم تكن طازجة ايضا. كما ان الخدمة تختلف عن تجربتنا الاولى التي كانت افضل بكثير. واحيانا شعرنا كاجانب باننا غير مقدرين، وهذا كان محبطا. نامل بصدق ان يعمل الادارة على تحسين ثبات الجودة في الطعام والخدمة، لان هذا المكان لديه امكانات رايعة.","We truly appreciate this restaurant and have enjoyed dining here many times. However, the quality has not been consistent. On several visits, the food did not seem freshly prepared and the salad was not as fresh as expected. The service also varies compared to our first experience, which was much better. As foreigners, we sometimes felt overlooked, which was disappointing. We sincerely hope the management can improve consistency in both food and service, because this place has great potential.

نحن نحب هذا المطعم وقد تناولنا الطعام فيه مرات عديدة، لكن للأسف الجودة ليست ثابتة. في بعض الزيارات، لم يكن الطعام يبدو طازجًا كما ينبغي، والسلطة لم تكن طازجة أيضًا. كما أن الخدمة تختلف عن تجربتنا الأولى التي كانت أفضل بكثير. وأحيانًا شعرنا كأجانب بأننا غير مُقدَّرين، وهذا كان محبطًا. نأمل بصدق أن يعمل الإدارة على تحسين ثبات الجودة في الطعام والخدمة، لأن هذا المكان لديه إمكانات رائعة.",service,negative,0.2,0
6560,متعبه جدا من خلال خدمة العملاء,متعبه جدا من خلال خدمة العملاء,service,negative,0.2,1
6745,لي ساعه ونص انتظر قبول مشوار و حاولت اتواصل مع الدعم ولا احد يرد و تقييم تجربتي للتطبيق زفت و سيء يعني حتى رقم تواصل مافي ايش القرف ذا,لي ساعه ونص انتظر قبول مشوار و حاولت اتواصل مع الدعم ولا احد يرد و تقييم تجربتي للتطبيق زفت و سيء يعني حتى رقم تواصل مافي ايش القرف ذا,service,negative,0.2,1
6745,لي ساعه ونص انتظر قبول مشوار و حاولت اتواصل مع الدعم ولا احد يرد و تقييم تجربتي للتطبيق زفت و سيء يعني حتى رقم تواصل مافي ايش القرف ذا,لي ساعه ونص انتظر قبول مشوار و حاولت اتواصل مع الدعم ولا احد يرد و تقييم تجربتي للتطبيق زفت و سيء يعني حتى رقم تواصل مافي ايش القرف ذا,app_experience,negative,0.2,1
9783,اسوا تطبيق واسوا تجربة تطبيق فاشل ويضع مصلحة اصحاب الشركات اعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابدا وفيه بدايله مميزة وكثيرة وافضل في الخدمة والاسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,أسوأ تطبيق وأسوأ تجربة تطبيق فاشل ويضع مصلحة أصحاب الشركات أعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابداً وفيه بدائله مميزة وكثيرة وافضل في الخدمة والأسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,app_experience,negative,0.2,1
9783,اسوا تطبيق واسوا تجربة تطبيق فاشل ويضع مصلحة اصحاب الشركات اعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابدا وفيه بدايله مميزة وكثيرة وافضل في الخدمة والاسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,أسوأ تطبيق وأسوأ تجربة تطبيق فاشل ويضع مصلحة أصحاب الشركات أعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابداً وفيه بدائله مميزة وكثيرة وافضل في الخدمة والأسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,service,negative,0.2,1
9783,اسوا تطبيق واسوا تجربة تطبيق فاشل ويضع مصلحة اصحاب الشركات اعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابدا وفيه بدايله مميزة وكثيرة وافضل في الخدمة والاسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,أسوأ تطبيق وأسوأ تجربة تطبيق فاشل ويضع مصلحة أصحاب الشركات أعلى من مصلحة العملاء وسوف احذفه ولن اتعامل به ابداً وفيه بدائله مميزة وكثيرة وافضل في الخدمة والأسعار وجربوهم تجربتي مع بوكينج غير جيدة ولا فيها انصاف ولا حيادية,price,negative,0.2,1
7386,حلو,حلو,general,positive,1.0,1
3340,اول تجربة وغالبا الاخيرة، طلبت دليفري جالي بعد ، اكتر من ساعتين، وكنت عايز اكنسل الاورد،لكن رقمهم مبيردش خالص تاني، والاوردر حرفيا جالي وانا كنت نازل خلاص مالبيت، خدته وكلته تاني يوم، تجربة سيية جدا,"أول تجربة وغالبا الأخيرة، طلبت دليفري جالي بعد  ،
اكتر من ساعتين،  وكنت عايز اكنسل الاورد،لكن رقمهم مبيردش خالص تاني، والاوردر حرفيا جالي وانا كنت نازل خلاص مالبيت، خدته وكلته تاني يوم،
تجربة سيئة جدا",delivery,negative,0.4,0
3340,اول تجربة وغالبا الاخيرة، طلبت دليفري جالي بعد ، اكتر من ساعتين، وكنت عايز اكنسل الاورد،لكن رقمهم مبيردش خالص تاني، والاوردر حرفيا جالي وانا كنت نازل خلاص مالبيت، خدته وكلته تاني يوم، تجربة سيية جدا,"أول تجربة وغالبا الأخيرة، طلبت دليفري جالي بعد  ،
اكتر من ساعتين،  وكنت عايز اكنسل الاورد،لكن رقمهم مبيردش خالص تاني، والاوردر حرفيا جالي وانا كنت نازل خلاص مالبيت، خدته وكلته تاني يوم،
تجربة سيئة جدا",service,negative,0.4,0
638,مطعم فطور غداء عشاء تم تجربة الفطور طريقة تقديم وطبخ مختلفة تستاهل التجربة. تنوع كبير في الاصناف لا توجد مواقف جودة الاكل 10 09 لذة الاكل 10 10 النظافة 10 10 الجلسة 10 10 الخدمة 10 10 السعر مقولة جدا,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",food,positive,1.0,0
638,مطعم فطور غداء عشاء تم تجربة الفطور طريقة تقديم وطبخ مختلفة تستاهل التجربة. تنوع كبير في الاصناف لا توجد مواقف جودة الاكل 10 09 لذة الاكل 10 10 النظافة 10 10 الجلسة 10 10 الخدمة 10 10 السعر مقولة جدا,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",cleanliness,positive,1.0,0
638,مطعم فطور غداء عشاء تم تجربة الفطور طريقة تقديم وطبخ مختلفة تستاهل التجربة. تنوع كبير في الاصناف لا توجد مواقف جودة الاكل 10 09 لذة الاكل 10 10 النظافة 10 10 الجلسة 10 10 الخدمة 10 10 السعر مقولة جدا,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",ambiance,positive,1.0,0
638,مطعم فطور غداء عشاء تم تجربة الفطور طريقة تقديم وطبخ مختلفة تستاهل التجربة. تنوع كبير في الاصناف لا توجد مواقف جودة الاكل 10 09 لذة الاكل 10 10 النظافة 10 10 الجلسة 10 10 الخدمة 10 10 السعر مقولة جدا,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",service,positive,1.0,0
638,مطعم فطور غداء عشاء تم تجربة الفطور طريقة تقديم وطبخ مختلفة تستاهل التجربة. تنوع كبير في الاصناف لا توجد مواقف جودة الاكل 10 09 لذة الاكل 10 10 النظافة 10 10 الجلسة 10 10 الخدمة 10 10 السعر مقولة جدا,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",price,positive,1.0,0
